,content
123,　　钛媒体创始人赵何娟说，推出付费定制服务已经酝酿了3年。“用户一直以来没有为虚拟服务付费的习惯，唯一成功的只有游戏。”但是“付费的专业内容和免费的新闻内容是有本质区别的，钛媒体Pro专业版的重点不是新闻内容，而是专业数据和知识服务，要在帮助专业人士提高知识获取效率、搭建专业圈子的社交平台、提高工作效率3个层面满足到专业用户的需求。”
124,　　“在信息已经严重泛滥过载的时代，优质内容的筛选与针对性的匹配可能更符合用户注意力与时间稀缺的特性。”科技自媒体人王新喜同样认为大多数付费内容瞄准的是为高端人群提供专业内容，“能花钱的就不用花时间，过滤内容比花费时间寻找内容更有价值。”
125,　　一些自媒体人的感受是，对于付费内容，作者会更加负责。每次琦殿在回复网友的问题时，都会再三斟酌，“因为网友为你付费了，回答的时候会为对方考虑，尽量写得全面，去照顾粉丝的情绪。”
126,　　在记者随机采访的一些普通网民中，求知欲、能够解决具体的专业问题、获得社交谈资、消遣放松、对应试和升迁有帮助等几项因素，成为愿意花费金钱购买知识的原因。
127,　　去年，第一个内容消费节用5088万的销售额引爆了内容付费领域——音频分享平台喜马拉雅FM举办的“知识狂欢节”当天，850位知识网红和超过2000个精品课程参与其中。喜马拉雅FM联合创始人余建军表示“为内容付费这件事，一直都是存在的，过去是书刊杂志，现在只不过是‘挪’到了网上。为内容付费的前提必须是优质的内容，这跟用户在网上买卖其他商品是一个逻辑，很多人不愿意买单，本质上还是用户体验的问题。”
128,　　具体来看，《中国移动通信集团公司企业负责人2015年度薪酬情况》共有10名高管，收入最高的是总经理李跃（80.77万），最低的是现任党组书记、董事长尚冰（25.44万，尚冰任职从2015年8月份算起），其余的数名高管则是分布在72万-74万之间。
129,　　中国电信在其发布的企业负责人2015年度薪酬情况中显示，共有10名高管，收入最高的是董事长、党组书记杨杰（77.4万），最低的是副总经理、总会计师吴安迪（13万，吴安迪任职截至2015年2月份），其余数名高管分布在68万-71万之间。
130,　　中国联通在其发布的企业负责人2015年度薪酬情况中涉及6名高管，收入最高的是总经理陆益民（70.86万），最低的是现任党组书记、董事长王晓初（24万，王晓初任职从2015年9月份算起），其余的数名高管则是分布在63万-65万之间。（马婧）
131,　　备受瞩目的美国拉斯维加斯消费电子展1月5日正式开幕，展会为期3天，超过3800家企业参展。今年的拉斯维加斯消费电子展不乏优秀的中国企业参展，参展商中超过1/3来自中国。
132,　　中国厂商推出大量新产品
133,　　美国消费技术协会近日发布的报告预计，受美元升值及全球贸易不确定性增加的影响，2017年全球消费电子产品支出将继续下降。但分地区看，中国、印度等亚洲新兴市场在消费电子领域有着巨大潜力。该协会认为，过去几年来，中国已经发展为非常成熟的消费电子市场，电子技术已经完全渗透到中国人生活的方方面面。
134,　　由用户直接参与开发设计的手机，世界首台双色4K激光电视，拥有超薄机身和无边框设计的量子点电视……中国厂商推出的新产品，在拉斯维加斯消费电子展上备受关注。中兴、海信和TCL等中国公司发布了多款新品。中兴发布名为“鹰眼”的手机，有望在今年三季度面向全球发售。
135,　　据预测，今年全球电视销量将小幅增加1％至2.29亿台，其中4K电视销量将从2016年的5270万台增长至8190万台。TCL在展会上发布拥有超薄机身和无边框设计的X2与X3，两款电视取材于量子点材料，该材料拥有卓越的耐热性和稳定性。两款电视机的最高亮度可达400尼特，色域比普通液晶电视机高50%，且分别拥有7.9毫米和6.9毫米的纤薄机身，大幅提升了超薄电视的行业标准。两款电视有望今年二季度起在亚洲、美洲、欧洲和非洲发售。海信曾于2015年在拉斯维加斯消费电子展首发激光电视，去年首发4K激光电视，今年该公司再次首发双色4K激光电视，即在现有的蓝色激光模块基础上，增加了红色激光模块。“在激光技术上，我们一年一小步，三年一大步，成为全球激光电视市场毫无争议的领导者，”海信总裁刘洪新说。
136,　　虚拟现实技术成为热门
137,　　今年展会的关注热点之一是虚拟现实技术。据展会官网介绍，共有超过70家虚拟现实相关厂商参展，同比增长48%。
138,　　不少媒体将2016年冠以虚拟现实产业爆发“元年”，理由是美国脸谱公司旗下奥克卢斯、HTC、索尼等几大主要虚拟现实硬件供应商先后推出消费级头戴式显示器，引爆大众消费者和投资机构前所未有的关注。同时，相应的开发平台、应用套件及解决方案也逐渐得到拓展和完善。
139,　　但一些行业数据显示，2016年虚拟现实硬件产品的市场实际销量恐远不如预期。日前在美国加利福尼亚大学旧金山分校会展中心举行的虚拟现实大会上，多位硅谷风投专家纷纷抛出“虚拟现实资本寒冬论”。大会主要创办人彼得·卡基克在接受本报记者采访时指出，无论是硬件头戴式显示器还是内容，当前的虚拟现实发展并未达到预期。他说：“发展空间还很大，投资紧缩也能变相挤出一些泡沫。”
140,　　价格太高、产品太少并不是阻碍虚拟现实发展的主要原因，内容缺乏才是真正问题。尤其是移动虚拟现实时代的来临，用户对内容的需求与要求逐步提高。超过50亿美元的全球游戏市场是当下虚拟现实技术赢利的重要途径，特别是门槛较低的虚拟现实手机游戏，该领域2016年用户量几乎占到整个游戏产业的七成。
141,　　位于洛杉矶的将虚拟现实技术融入互动教学平台的“虚拟频道”公司创始人乔治·布鲁姆对本报记者表示，教育将是虚拟现实技术应用极富前景的领域，相信借由虚拟现实的沉浸式体验，未来的教育将变得更为有趣、高效。设在洛杉矶的偶邦人工智能技术公司一直在专注研发虚拟人技术。该公司联合创始人郑毅告诉本报记者，未来结合人工智能技术的虚拟现实社交化将成为一大趋势。此外，来自中国台北的科技达人张嘉斌则希望将虚拟现实与中医针灸推广教学相结合，造福患者。
142,　　中国正在成为全世界最重要的虚拟现实消费市场，这是目前行业内公认的事实。按照跨国投资银行高盛集团今年年初的预测，到2025年，全球虚拟现实市场营收规模有望飙升至600亿美元，其中硬件和软件各占一半。与此同时，2016年，中国虚拟现实头戴式显示器的销量有望占到全球的1/3。英国《经济学家》杂志日前也撰文称，在虚拟现实普及方面，中国领先于全世界。
143,　　在HTC虚拟现实头戴式显示器中国区总经理汪丛青看来，中国虚拟现实市场潜力巨大，这不仅得益于企业不断创新升级，也因为包括中国企业用户和普通消费者在内的大多数人对新技术的接纳程度远高于世界其他地区。行业分析人士指出，中国虚拟现实行业发展呈现出两大特点：一是资本市场前景良好，融资创新积极性较高。预计2020年中国虚拟现实设备出货量820万台，用户量超过2500万人；二是内容开发受市场认可，线下体验馆增长迅速。当前，中国虚拟现实线下体验馆已超过2000家。记者 廖政军
144,"　　,中新网,1月6日电 1月5日，在美国拉斯维加斯举办的2017国际消费电子产品展(简称CES2017)上，中国家电巨头长虹展出了全球首款搭载ARM旗舰级CPU——Cortex-A73的4K智能电视。这款型号为Q3T的长虹CHiQ电视全新采用了由长虹与华为海思共同开发的芯片，为消费者同时解决了智能电视响应速度慢、色彩画质不清晰这两大痛点。"
145,　　全球首款A73 CPU电视参展CES2017
146,　　众所周知，智能化、联网化已成为彩电产品发展的主要趋势，而芯片作为智能电视的“大脑”，是支持彩电智能化的核心部件。长虹在CES2017上展出的Q3T电视所搭载的芯片，采用全新ARM高性能Cortex A73 64位架构CPU和5核旗舰GPU。对手机处理器有所了解的人，相信对ARM公司的Cortex-A系列绝不会陌生。ARM是移动处理器中的王者，其最新推出的A73则是目前ARM公版中性能最强的架构，性能较入门级ARM A53高出20%以上。这一点从安兔兔跑分上就能体现：搭载A73的长虹Q3T电视得分高达36207，而搭载A53的Q3T得分为28918。
